class_name,class_tag,instructors,term,session,start_date,end_date,days,start_time,end_time,class_number,course_id,consent,enrolled,school,department,subject,location,units,course_component,grading_basis,cross_reg,exam/final_deadline,class_capacity,instruction_mode,curriculum_phase,visiting_clerks,required_course,distributional_electives,mds/mde_rec._elec.,up_project_based,up_concentration,up_methods,limited_enrollment,studio_option,academic_areas,waitlist,credit_type
Direction of Doctoral Dissertations,HISTSCI 3000 002,['Allan Brandt'],2024 Spring,Full Term,1/22/2024,4/24/2024,12806,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 003,['Janet Browne'],2023 Fall,Full Term,9/5/2023,12/5/2023,13373,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 003,['Janet Browne'],2024 Spring,Full Term,1/22/2024,4/24/2024,12807,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 004,['Joyce Chaplin'],2023 Fall,Full Term,9/5/2023,12/5/2023,13446,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 004,['Joyce Chaplin'],2024 Spring,Full Term,1/22/2024,4/24/2024,12808,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 005,['Alex Csiszar'],2023 Fall,Full Term,9/5/2023,12/5/2023,13447,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 005,['Alex Csiszar'],2024 Spring,Full Term,1/22/2024,4/24/2024,12809,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 006,['Peter Galison'],2023 Fall,Full Term,9/5/2023,12/5/2023,13448,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 006,['Peter Galison'],2024 Spring,Full Term,1/22/2024,4/24/2024,12810,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 007,['Evelynn Hammonds'],2023 Fall,Full Term,9/5/2023,12/5/2023,13449,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 007,['Evelynn Hammonds'],2024 Spring,Full Term,1/22/2024,4/24/2024,12811,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 008,['Anne Harrington'],2023 Fall,Full Term,9/5/2023,12/5/2023,13450,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 008,['Anne Harrington'],2024 Spring,Full Term,1/22/2024,4/24/2024,12812,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 009,['Matthew Hersch'],2023 Fall,Full Term,9/5/2023,12/5/2023,13451,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 009,['Matthew Hersch'],2024 Spring,Full Term,1/22/2024,4/24/2024,12813,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 010,['Sheila Jasanoff'],2023 Fall,Full Term,9/5/2023,12/5/2023,13452,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 010,['Sheila Jasanoff'],2024 Spring,Full Term,1/22/2024,4/24/2024,12814,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 011,['David Shumway Jones'],2023 Fall,Full Term,9/5/2023,12/5/2023,13453,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 011,['David Shumway Jones'],2024 Spring,Full Term,1/22/2024,4/24/2024,12815,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 012,['Shigehisa Kuriyama'],2023 Fall,Full Term,9/5/2023,12/5/2023,13454,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 012,['Shigehisa Kuriyama'],2024 Spring,Full Term,1/22/2024,4/24/2024,12816,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 013,['Rebecca Lemov'],2023 Fall,Full Term,9/5/2023,12/5/2023,13455,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 013,['Rebecca Lemov'],2024 Spring,Full Term,1/22/2024,4/24/2024,12817,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 014,['Elizabeth Lunbeck'],2023 Fall,Full Term,9/5/2023,12/5/2023,13456,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 014,['Elizabeth Lunbeck'],2024 Spring,Full Term,1/22/2024,4/24/2024,12818,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 015,['Hannah Marcus'],2023 Fall,Full Term,9/5/2023,12/5/2023,13457,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 015,['Hannah Marcus'],2024 Spring,Full Term,1/22/2024,4/24/2024,12819,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 016,['Naomi Oreskes'],2023 Fall,Full Term,9/5/2023,12/5/2023,13458,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 016,['Naomi Oreskes'],2024 Spring,Full Term,1/22/2024,4/24/2024,12820,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 017,['Katharine Park'],2023 Fall,Full Term,9/5/2023,12/5/2023,13459,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 017,['Katharine Park'],2024 Spring,Full Term,1/22/2024,4/24/2024,12821,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 018,['Scott Podolsky'],2023 Fall,Full Term,9/5/2023,12/5/2023,13460,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 018,['Scott Podolsky'],2024 Spring,Full Term,1/22/2024,4/24/2024,12822,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 019,['Sarah Richardson'],2023 Fall,Full Term,9/5/2023,12/5/2023,13461,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 019,['Sarah Richardson'],2024 Spring,Full Term,1/22/2024,4/24/2024,12823,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 020,['Mark Schiefsky'],2023 Fall,Full Term,9/5/2023,12/5/2023,13887,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 020,['Mark Schiefsky'],2024 Spring,Full Term,1/22/2024,4/24/2024,13214,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 021,['Victor Seow'],2023 Fall,Full Term,9/5/2023,12/5/2023,13940,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 021,['Victor Seow'],2024 Spring,Full Term,1/22/2024,4/24/2024,13254,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 022,['Gabriela Soto Laveaga'],2023 Fall,Full Term,9/5/2023,12/5/2023,13941,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 022,['Gabriela Soto Laveaga'],2024 Spring,Full Term,1/22/2024,4/24/2024,13255,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 023,['Benjamin Wilson'],2023 Fall,Full Term,9/5/2023,12/5/2023,14942,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,HISTSCI 3000 023,['Benjamin Wilson'],2024 Spring,Full Term,1/22/2024,4/24/2024,13628,112941,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 001,['Eram Alam'],2023 Fall,Full Term,9/5/2023,12/5/2023,12261,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 001,['Eram Alam'],2024 Spring,Full Term,1/22/2024,4/24/2024,11700,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 002,['Allan Brandt'],2023 Fall,Full Term,9/5/2023,12/5/2023,13462,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 002,['Allan Brandt'],2024 Spring,Full Term,1/22/2024,4/24/2024,12824,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 003,['Janet Browne'],2023 Fall,Full Term,9/5/2023,12/5/2023,13463,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 003,['Janet Browne'],2024 Spring,Full Term,1/22/2024,4/24/2024,12825,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 004,['Joyce Chaplin'],2023 Fall,Full Term,9/5/2023,12/5/2023,13464,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 004,['Joyce Chaplin'],2024 Spring,Full Term,1/22/2024,4/24/2024,12826,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 005,['Alex Csiszar'],2023 Fall,Full Term,9/5/2023,12/5/2023,13465,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 005,['Alex Csiszar'],2024 Spring,Full Term,1/22/2024,4/24/2024,12827,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 006,['John Durant'],2023 Fall,Full Term,9/5/2023,12/5/2023,13466,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 006,['John Durant'],2024 Spring,Full Term,1/22/2024,4/24/2024,12828,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 007,['Peter Galison'],2023 Fall,Full Term,9/5/2023,12/5/2023,13467,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 007,['Peter Galison'],2024 Spring,Full Term,1/22/2024,4/24/2024,12829,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 008,['Evelynn Hammonds'],2023 Fall,Full Term,9/5/2023,12/5/2023,13468,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 008,['Evelynn Hammonds'],2024 Spring,Full Term,1/22/2024,4/24/2024,12830,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 009,['Anne Harrington'],2023 Fall,Full Term,9/5/2023,12/5/2023,13469,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 009,['Anne Harrington'],2024 Spring,Full Term,1/22/2024,4/24/2024,12831,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 010,['Matthew Hersch'],2023 Fall,Full Term,9/5/2023,12/5/2023,13470,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 010,['Matthew Hersch'],2024 Spring,Full Term,1/22/2024,4/24/2024,12832,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 011,['Sheila Jasanoff'],2023 Fall,Full Term,9/5/2023,12/5/2023,13471,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 011,['Sheila Jasanoff'],2024 Spring,Full Term,1/22/2024,4/24/2024,12833,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 012,['David Shumway Jones'],2023 Fall,Full Term,9/5/2023,12/5/2023,13472,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 012,['David Shumway Jones'],2024 Spring,Full Term,1/22/2024,4/24/2024,12834,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 013,['Shigehisa Kuriyama'],2023 Fall,Full Term,9/5/2023,12/5/2023,13473,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 013,['Shigehisa Kuriyama'],2024 Spring,Full Term,1/22/2024,4/24/2024,12835,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 014,['Rebecca Lemov'],2023 Fall,Full Term,9/5/2023,12/5/2023,13474,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 014,['Rebecca Lemov'],2024 Spring,Full Term,1/22/2024,4/24/2024,12836,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 015,['Elizabeth Lunbeck'],2023 Fall,Full Term,9/5/2023,12/5/2023,13475,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 015,['Elizabeth Lunbeck'],2024 Spring,Full Term,1/22/2024,4/24/2024,12837,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 016,['Hannah Marcus'],2023 Fall,Full Term,9/5/2023,12/5/2023,13476,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 016,['Hannah Marcus'],2024 Spring,Full Term,1/22/2024,4/24/2024,12838,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 017,['Barry Mazur'],2023 Fall,Full Term,9/5/2023,12/5/2023,13477,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 017,['Barry Mazur'],2024 Spring,Full Term,1/22/2024,4/24/2024,12839,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 019,['Naomi Oreskes'],2023 Fall,Full Term,9/5/2023,12/5/2023,13479,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 019,['Naomi Oreskes'],2024 Spring,Full Term,1/22/2024,4/24/2024,12841,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
